snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,arch,2026-04-18T20:40:00Z,2026-04-18T20:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,overboard carnival cruise ship,2026-04-18T20:20:00Z,2026-04-18T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,efl championship standings,2026-04-18T20:20:00Z,2026-04-18T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,juha miettinen,2026-04-18T20:10:00Z,2026-04-18T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,connections hint,2026-04-18T20:10:00Z,2026-04-18T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,nuggets vs timberwolves,2026-04-18T20:00:00Z,2026-04-18T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,oil refinery,2026-04-18T20:00:00Z,2026-04-18T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,f1,2026-04-18T19:50:00Z,2026-04-18T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,nba scores,2026-04-18T19:50:00Z,2026-04-18T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-18,2026-04-18T21:03:09Z,google_trends,google,nhl,2026-04-18T19:50:00Z,2026-04-18T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
