snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,budapest,2026-05-05T21:20:00Z,2026-05-05T21:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,inland rail project,2026-05-05T21:10:00Z,2026-05-05T21:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,tanner horner,2026-05-05T21:10:00Z,2026-05-05T21:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,kylie minogue,2026-05-05T21:00:00Z,2026-05-05T21:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,nyt connections,2026-05-05T20:50:00Z,2026-05-05T20:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,ucl,2026-05-05T20:40:00Z,2026-05-05T20:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,날씨,2026-05-05T20:40:00Z,2026-05-05T20:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,btc usd,2026-05-05T20:20:00Z,2026-05-05T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,victorian state budget,2026-05-05T20:20:00Z,2026-05-05T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-05,2026-05-05T21:40:07Z,google_trends,google,toddler,2026-05-05T20:10:00Z,2026-05-05T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
