snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,ludvig åberg,2026-04-09T20:50:00Z,2026-04-09T20:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,byd shark 6,2026-04-09T20:30:00Z,2026-04-09T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,noah kahan,2026-04-09T20:20:00Z,2026-04-09T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,oil tanker,2026-04-09T20:20:00Z,2026-04-09T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,kurt kitayama,2026-04-09T20:20:00Z,2026-04-09T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,melania trump,2026-04-09T20:10:00Z,2026-04-09T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,vijay singh,2026-04-09T20:10:00Z,2026-04-09T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,ella langley,2026-04-09T20:10:00Z,2026-04-09T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,andrew mountbatten windsor,2026-04-09T20:00:00Z,2026-04-09T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-09,2026-04-09T21:09:59Z,google_trends,google,jon rahm,2026-04-09T20:00:00Z,2026-04-09T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
