snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,nyt wordle,2026-05-30T20:30:00Z,2026-05-30T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,giro d'italia,2026-05-30T20:20:00Z,2026-05-30T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,felix auger aliassime,2026-05-30T20:10:00Z,2026-05-30T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,nigeria vs jamaica,2026-05-30T20:00:00Z,2026-05-30T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,fox news,2026-05-30T19:50:00Z,2026-05-30T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,jaime faria,2026-05-30T19:40:00Z,2026-05-30T19:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,volcano,2026-05-30T19:30:00Z,2026-05-30T19:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,eze,2026-05-30T19:00:00Z,2026-05-30T19:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,viktor gyökeres,2026-05-30T18:50:00Z,2026-05-30T18:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-05-30,2026-05-30T21:33:47Z,google_trends,google,pag,2026-05-30T18:00:00Z,2026-05-30T18:00:00Z,https://trends.google.com/trending/rss?geo=AU,
