snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,chris bowen,2026-04-16T20:40:00Z,2026-04-16T20:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,mq 4c triton crash,2026-04-16T20:20:00Z,2026-04-16T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,real betis vs braga,2026-04-16T20:20:00Z,2026-04-16T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,ezekiel 25 17,2026-04-16T20:20:00Z,2026-04-16T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,nottingham forest,2026-04-16T20:00:00Z,2026-04-16T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,cameron smith,2026-04-16T19:50:00Z,2026-04-16T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,courier mail,2026-04-16T19:50:00Z,2026-04-16T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,street fighter 2026,2026-04-16T19:30:00Z,2026-04-16T19:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,nrl draw,2026-04-16T19:20:00Z,2026-04-16T19:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-16,2026-04-16T21:11:05Z,google_trends,google,fiorentina vs crystal palace,2026-04-16T19:10:00Z,2026-04-16T19:10:00Z,https://trends.google.com/trending/rss?geo=AU,
