snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,ndis,2026-04-21T20:50:00Z,2026-04-21T20:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,west brom vs watford,2026-04-21T20:50:00Z,2026-04-21T20:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,coppa italia,2026-04-21T20:40:00Z,2026-04-21T20:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,championship,2026-04-21T20:30:00Z,2026-04-21T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,coventry vs portsmouth,2026-04-21T20:30:00Z,2026-04-21T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,norwich city vs derby county,2026-04-21T20:30:00Z,2026-04-21T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,leicester city,2026-04-21T20:20:00Z,2026-04-21T20:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,wrexham,2026-04-21T20:10:00Z,2026-04-21T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,efl,2026-04-21T20:10:00Z,2026-04-21T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-21,2026-04-21T21:14:12Z,google_trends,google,leicester city vs hull,2026-04-21T20:00:00Z,2026-04-21T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
