snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,kings,2026-04-05T23:50:00Z,2026-04-05T23:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,kanye west,2026-04-05T23:50:00Z,2026-04-05T23:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,grant denyer,2026-04-05T23:30:00Z,2026-04-05T23:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,geelong vs hawthorn,2026-04-05T23:30:00Z,2026-04-05T23:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,sydney socialite dies,2026-04-05T23:20:00Z,2026-04-05T23:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,timberwolves vs hornets,2026-04-05T23:20:00Z,2026-04-05T23:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,thunder vs jazz,2026-04-05T23:20:00Z,2026-04-05T23:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,rundle mall,2026-04-05T23:20:00Z,2026-04-05T23:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,new south wales police,2026-04-05T23:20:00Z,2026-04-05T23:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-05,2026-04-06T00:13:47Z,google_trends,google,queensland e-scooter licence laws,2026-04-05T23:10:00Z,2026-04-05T23:10:00Z,https://trends.google.com/trending/rss?geo=AU,
