snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,roma vs pisa,2026-04-10T20:30:00Z,2026-04-10T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,bbc sport,2026-04-10T20:10:00Z,2026-04-10T20:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,soldier,2026-04-10T20:00:00Z,2026-04-10T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,real madrid,2026-04-10T20:00:00Z,2026-04-10T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,tommy fleetwood,2026-04-10T20:00:00Z,2026-04-10T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,vijay singh,2026-04-10T20:00:00Z,2026-04-10T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,cameron smith,2026-04-10T19:50:00Z,2026-04-10T19:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,patrick reed,2026-04-10T19:40:00Z,2026-04-10T19:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,brooks nader,2026-04-10T19:40:00Z,2026-04-10T19:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-04-10,2026-04-10T21:03:57Z,google_trends,google,brooks koepka,2026-04-10T19:40:00Z,2026-04-10T19:40:00Z,https://trends.google.com/trending/rss?geo=AU,
