snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,rory mcilroy,2026-06-07T21:20:00Z,2026-06-07T21:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,king charles,2026-06-07T21:10:00Z,2026-06-07T21:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,liv golf,2026-06-07T20:40:00Z,2026-06-07T20:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,f1 results today,2026-06-07T20:00:00Z,2026-06-07T20:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,state of origin game 2,2026-06-07T19:40:00Z,2026-06-07T19:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,weather brisbane,2026-06-07T19:40:00Z,2026-06-07T19:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,morocco vs norway,2026-06-07T19:30:00Z,2026-06-07T19:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,xbox showcase 2026,2026-06-07T19:30:00Z,2026-06-07T19:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,greece vs italy,2026-06-07T19:00:00Z,2026-06-07T19:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-07,2026-06-07T21:44:33Z,google_trends,google,stacey king,2026-06-07T19:00:00Z,2026-06-07T19:00:00Z,https://trends.google.com/trending/rss?geo=AU,
