snapshot_date,fetched_at,source,platform,topic,pub_date,pub_date_sydney,link,description
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,sbs,2026-06-10T22:30:00Z,2026-06-10T22:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,mohammed skaf,2026-06-10T22:00:00Z,2026-06-10T22:00:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,cristiano ronaldo,2026-06-10T21:40:00Z,2026-06-10T21:40:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,mexico vs south africa,2026-06-10T21:30:00Z,2026-06-10T21:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,world cup schedule,2026-06-10T21:20:00Z,2026-06-10T21:20:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,england,2026-06-10T21:10:00Z,2026-06-10T21:10:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,england fc,2026-06-10T20:50:00Z,2026-06-10T20:50:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,simone biles,2026-06-10T20:30:00Z,2026-06-10T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,byd auto,2026-06-10T20:30:00Z,2026-06-10T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
2026-06-10,2026-06-10T22:46:49Z,google_trends,google,victor wembanyama,2026-06-10T20:30:00Z,2026-06-10T20:30:00Z,https://trends.google.com/trending/rss?geo=AU,
